parameter,value,lower_bound,upper_bound,unit,status
Triglycerides,224.29,50.0,149.0,mg/dL,Critical
Triglycerides,194.4,50.0,149.0,mg/dL,Critical
Triglycerides,215.68,50.0,149.0,mg/dL,Critical
WBC Count,5.52,4.5,11.0,10^3/uL,Normal
WBC Count,7.22,4.5,11.0,10^3/uL,Normal
WBC Count,9.74,4.5,11.0,10^3/uL,Normal
WBC Count,7.07,4.5,11.0,10^3/uL,Normal
WBC Count,8.17,4.5,11.0,10^3/uL,Normal
WBC Count,8.26,4.5,11.0,10^3/uL,Normal
WBC Count,5.9,4.5,11.0,10^3/uL,Normal
WBC Count,6.94,4.5,11.0,10^3/uL,Normal
WBC Count,6.78,4.5,11.0,10^3/uL,Normal
WBC Count,4.98,4.5,11.0,10^3/uL,Normal
WBC Count,4.97,4.5,11.0,10^3/uL,Normal
WBC Count,9.69,4.5,11.0,10^3/uL,Normal
WBC Count,6.42,4.5,11.0,10^3/uL,Normal
WBC Count,7.86,4.5,11.0,10^3/uL,Normal
WBC Count,6.57,4.5,11.0,10^3/uL,Normal
WBC Count,10.33,4.5,11.0,10^3/uL,Normal
WBC Count,6.34,4.5,11.0,10^3/uL,Normal
WBC Count,7.34,4.5,11.0,10^3/uL,Normal
WBC Count,9.93,4.5,11.0,10^3/uL,Normal
WBC Count,9.75,4.5,11.0,10^3/uL,Normal
WBC Count,5.91,4.5,11.0,10^3/uL,Normal
WBC Count,9.52,4.5,11.0,10^3/uL,Normal
WBC Count,7.51,4.5,11.0,10^3/uL,Normal
WBC Count,7.65,4.5,11.0,10^3/uL,Normal
WBC Count,5.61,4.5,11.0,10^3/uL,Normal
WBC Count,5.3,4.5,11.0,10^3/uL,Normal
WBC Count,9.08,4.5,11.0,10^3/uL,Normal
WBC Count,7.73,4.5,11.0,10^3/uL,Normal
WBC Count,7.38,4.5,11.0,10^3/uL,Normal
WBC Count,9.09,4.5,11.0,10^3/uL,Normal
WBC Count,9.3,4.5,11.0,10^3/uL,Normal
WBC Count,5.75,4.5,11.0,10^3/uL,Normal
WBC Count,8.39,4.5,11.0,10^3/uL,Normal
WBC Count,5.62,4.5,11.0,10^3/uL,Normal
WBC Count,9.22,4.5,11.0,10^3/uL,Normal
WBC Count,8.67,4.5,11.0,10^3/uL,Normal
WBC Count,10.42,4.5,11.0,10^3/uL,Normal
WBC Count,5.23,4.5,11.0,10^3/uL,Normal
WBC Count,5.16,4.5,11.0,10^3/uL,Normal
WBC Count,6.48,4.5,11.0,10^3/uL,Normal
WBC Count,6.36,4.5,11.0,10^3/uL,Normal
WBC Count,6.27,4.5,11.0,10^3/uL,Normal
WBC Count,10.13,4.5,11.0,10^3/uL,Normal
WBC Count,6.28,4.5,11.0,10^3/uL,Normal
WBC Count,6.42,4.5,11.0,10^3/uL,Normal
WBC Count,9.27,4.5,11.0,10^3/uL,Normal
WBC Count,7.46,4.5,11.0,10^3/uL,Normal
WBC Count,9.37,4.5,11.0,10^3/uL,Normal
WBC Count,5.21,4.5,11.0,10^3/uL,Normal
WBC Count,7.68,4.5,11.0,10^3/uL,Normal
WBC Count,5.02,4.5,11.0,10^3/uL,Normal
WBC Count,5.19,4.5,11.0,10^3/uL,Normal
WBC Count,10.13,4.5,11.0,10^3/uL,Normal
WBC Count,5.64,4.5,11.0,10^3/uL,Normal
WBC Count,7.94,4.5,11.0,10^3/uL,Normal
WBC Count,7.23,4.5,11.0,10^3/uL,Normal
WBC Count,6.86,4.5,11.0,10^3/uL,Normal
WBC Count,10.09,4.5,11.0,10^3/uL,Normal
WBC Count,4.95,4.5,11.0,10^3/uL,Normal
WBC Count,8.71,4.5,11.0,10^3/uL,Normal
WBC Count,10.46,4.5,11.0,10^3/uL,Normal
WBC Count,8.1,4.5,11.0,10^3/uL,Normal
WBC Count,10.31,4.5,11.0,10^3/uL,Normal
WBC Count,5.13,4.5,11.0,10^3/uL,Normal
WBC Count,7.27,4.5,11.0,10^3/uL,Normal
WBC Count,6.35,4.5,11.0,10^3/uL,Normal
WBC Count,9.1,4.5,11.0,10^3/uL,Normal
WBC Count,10.57,4.5,11.0,10^3/uL,Normal
WBC Count,6.33,4.5,11.0,10^3/uL,Normal
WBC Count,8.65,4.5,11.0,10^3/uL,Normal
WBC Count,5.98,4.5,11.0,10^3/uL,Normal
WBC Count,8.13,4.5,11.0,10^3/uL,Normal
WBC Count,7.54,4.5,11.0,10^3/uL,Normal
WBC Count,10.51,4.5,11.0,10^3/uL,Normal
WBC Count,8.38,4.5,11.0,10^3/uL,Normal
WBC Count,6.87,4.5,11.0,10^3/uL,Normal
WBC Count,5.49,4.5,11.0,10^3/uL,Normal
WBC Count,5.71,4.5,11.0,10^3/uL,Normal
WBC Count,6.14,4.5,11.0,10^3/uL,Normal
WBC Count,6.29,4.5,11.0,10^3/uL,Normal
WBC Count,9.8,4.5,11.0,10^3/uL,Normal
WBC Count,8.11,4.5,11.0,10^3/uL,Normal
WBC Count,7.89,4.5,11.0,10^3/uL,Normal
WBC Count,5.5,4.5,11.0,10^3/uL,Normal
WBC Count,9.86,4.5,11.0,10^3/uL,Normal
WBC Count,9.05,4.5,11.0,10^3/uL,Normal
WBC Count,5.22,4.5,11.0,10^3/uL,Normal
WBC Count,8.97,4.5,11.0,10^3/uL,Normal
WBC Count,8.0,4.5,11.0,10^3/uL,Normal
WBC Count,5.3,4.5,11.0,10^3/uL,Normal
WBC Count,7.51,4.5,11.0,10^3/uL,Normal
WBC Count,7.66,4.5,11.0,10^3/uL,Normal
WBC Count,5.79,4.5,11.0,10^3/uL,Normal
WBC Count,10.36,4.5,11.0,10^3/uL,Normal
WBC Count,9.8,4.5,11.0,10^3/uL,Normal
WBC Count,8.74,4.5,11.0,10^3/uL,Normal
WBC Count,7.53,4.5,11.0,10^3/uL,Normal
WBC Count,7.23,4.5,11.0,10^3/uL,Normal
WBC Count,8.63,4.5,11.0,10^3/uL,Normal
WBC Count,8.02,4.5,11.0,10^3/uL,Normal
WBC Count,5.19,4.5,11.0,10^3/uL,Normal
WBC Count,7.82,4.5,11.0,10^3/uL,Normal
WBC Count,9.54,4.5,11.0,10^3/uL,Normal
WBC Count,7.51,4.5,11.0,10^3/uL,Normal
WBC Count,5.13,4.5,11.0,10^3/uL,Normal
WBC Count,9.42,4.5,11.0,10^3/uL,Normal
WBC Count,6.0,4.5,11.0,10^3/uL,Normal
WBC Count,6.34,4.5,11.0,10^3/uL,Normal
WBC Count,5.79,4.5,11.0,10^3/uL,Normal
WBC Count,6.76,4.5,11.0,10^3/uL,Normal
WBC Count,9.25,4.5,11.0,10^3/uL,Normal
WBC Count,7.86,4.5,11.0,10^3/uL,Normal
WBC Count,6.02,4.5,11.0,10^3/uL,Normal
WBC Count,9.96,4.5,11.0,10^3/uL,Normal
WBC Count,9.97,4.5,11.0,10^3/uL,Normal
WBC Count,9.92,4.5,11.0,10^3/uL,Normal
WBC Count,6.22,4.5,11.0,10^3/uL,Normal
WBC Count,7.46,4.5,11.0,10^3/uL,Normal
WBC Count,10.59,4.5,11.0,10^3/uL,Normal
WBC Count,9.34,4.5,11.0,10^3/uL,Normal
WBC Count,3.28,4.5,11.0,10^3/uL,Borderline
WBC Count,4.38,4.5,11.0,10^3/uL,Borderline
WBC Count,11.65,4.5,11.0,10^3/uL,Borderline
WBC Count,4.05,4.5,11.0,10^3/uL,Borderline
WBC Count,11.49,4.5,11.0,10^3/uL,Borderline
WBC Count,12.25,4.5,11.0,10^3/uL,Borderline
WBC Count,3.88,4.5,11.0,10^3/uL,Borderline
WBC Count,4.23,4.5,11.0,10^3/uL,Borderline
WBC Count,11.82,4.5,11.0,10^3/uL,Borderline
WBC Count,11.51,4.5,11.0,10^3/uL,Borderline
WBC Count,11.69,4.5,11.0,10^3/uL,Borderline
WBC Count,4.1,4.5,11.0,10^3/uL,Borderline
WBC Count,11.41,4.5,11.0,10^3/uL,Borderline
WBC Count,12.18,4.5,11.0,10^3/uL,Borderline
WBC Count,4.48,4.5,11.0,10^3/uL,Borderline
WBC Count,3.46,4.5,11.0,10^3/uL,Borderline
WBC Count,4.36,4.5,11.0,10^3/uL,Borderline
WBC Count,11.2,4.5,11.0,10^3/uL,Borderline
WBC Count,4.0,4.5,11.0,10^3/uL,Borderline
WBC Count,4.35,4.5,11.0,10^3/uL,Borderline
WBC Count,11.66,4.5,11.0,10^3/uL,Borderline
WBC Count,11.54,4.5,11.0,10^3/uL,Borderline
WBC Count,11.87,4.5,11.0,10^3/uL,Borderline
WBC Count,11.22,4.5,11.0,10^3/uL,Borderline
WBC Count,11.56,4.5,11.0,10^3/uL,Borderline
WBC Count,3.22,4.5,11.0,10^3/uL,Borderline
WBC Count,11.69,4.5,11.0,10^3/uL,Borderline
WBC Count,12.16,4.5,11.0,10^3/uL,Borderline
WBC Count,4.15,4.5,11.0,10^3/uL,Borderline
WBC Count,4.32,4.5,11.0,10^3/uL,Borderline
WBC Count,11.7,4.5,11.0,10^3/uL,Borderline
WBC Count,11.41,4.5,11.0,10^3/uL,Borderline
WBC Count,4.27,4.5,11.0,10^3/uL,Borderline
WBC Count,3.67,4.5,11.0,10^3/uL,Borderline
WBC Count,4.28,4.5,11.0,10^3/uL,Borderline
WBC Count,3.43,4.5,11.0,10^3/uL,Borderline
WBC Count,12.07,4.5,11.0,10^3/uL,Borderline
WBC Count,3.51,4.5,11.0,10^3/uL,Borderline
WBC Count,3.65,4.5,11.0,10^3/uL,Borderline
WBC Count,4.17,4.5,11.0,10^3/uL,Borderline
WBC Count,11.81,4.5,11.0,10^3/uL,Borderline
WBC Count,4.29,4.5,11.0,10^3/uL,Borderline
WBC Count,4.47,4.5,11.0,10^3/uL,Borderline
WBC Count,11.16,4.5,11.0,10^3/uL,Borderline
WBC Count,11.42,4.5,11.0,10^3/uL,Borderline
WBC Count,11.09,4.5,11.0,10^3/uL,Borderline
WBC Count,4.31,4.5,11.0,10^3/uL,Borderline
WBC Count,4.29,4.5,11.0,10^3/uL,Borderline
WBC Count,4.04,4.5,11.0,10^3/uL,Borderline
WBC Count,11.67,4.5,11.0,10^3/uL,Borderline
WBC Count,0.67,4.5,11.0,10^3/uL,Critical
WBC Count,0.95,4.5,11.0,10^3/uL,Critical
WBC Count,15.96,4.5,11.0,10^3/uL,Critical
WBC Count,15.3,4.5,11.0,10^3/uL,Critical
WBC Count,14.92,4.5,11.0,10^3/uL,Critical
WBC Count,2.84,4.5,11.0,10^3/uL,Critical
WBC Count,14.51,4.5,11.0,10^3/uL,Critical
WBC Count,1.4,4.5,11.0,10^3/uL,Critical
WBC Count,2.71,4.5,11.0,10^3/uL,Critical
WBC Count,13.82,4.5,11.0,10^3/uL,Critical
WBC Count,12.79,4.5,11.0,10^3/uL,Critical
WBC Count,0.13,4.5,11.0,10^3/uL,Critical
WBC Count,15.89,4.5,11.0,10^3/uL,Critical
WBC Count,2.69,4.5,11.0,10^3/uL,Critical
WBC Count,2.86,4.5,11.0,10^3/uL,Critical
WBC Count,15.45,4.5,11.0,10^3/uL,Critical
WBC Count,3.02,4.5,11.0,10^3/uL,Critical
WBC Count,13.53,4.5,11.0,10^3/uL,Critical
WBC Count,13.44,4.5,11.0,10^3/uL,Critical
WBC Count,12.8,4.5,11.0,10^3/uL,Critical
WBC Count,14.44,4.5,11.0,10^3/uL,Critical
WBC Count,0.76,4.5,11.0,10^3/uL,Critical
WBC Count,1.47,4.5,11.0,10^3/uL,Critical
WBC Count,1.88,4.5,11.0,10^3/uL,Critical
WBC Count,0.94,4.5,11.0,10^3/uL,Critical
WBC Count,12.55,4.5,11.0,10^3/uL,Critical
WBC Count,15.63,4.5,11.0,10^3/uL,Critical
WBC Count,14.64,4.5,11.0,10^3/uL,Critical
WBC Count,13.08,4.5,11.0,10^3/uL,Critical
WBC Count,0.75,4.5,11.0,10^3/uL,Critical
Platelets,379.54,150.0,450.0,10^3/uL,Normal
Platelets,174.36,150.0,450.0,10^3/uL,Normal
Platelets,322.36,150.0,450.0,10^3/uL,Normal
Platelets,433.77,150.0,450.0,10^3/uL,Normal
Platelets,396.04,150.0,450.0,10^3/uL,Normal
Platelets,305.79,150.0,450.0,10^3/uL,Normal
Platelets,182.18,150.0,450.0,10^3/uL,Normal
Platelets,389.47,150.0,450.0,10^3/uL,Normal
Platelets,326.72,150.0,450.0,10^3/uL,Normal
Platelets,196.03,150.0,450.0,10^3/uL,Normal
Platelets,190.34,150.0,450.0,10^3/uL,Normal
Platelets,410.6,150.0,450.0,10^3/uL,Normal
Platelets,345.68,150.0,450.0,10^3/uL,Normal
Platelets,388.91,150.0,450.0,10^3/uL,Normal
Platelets,402.32,150.0,450.0,10^3/uL,Normal
Platelets,319.38,150.0,450.0,10^3/uL,Normal
Platelets,304.71,150.0,450.0,10^3/uL,Normal
Platelets,281.22,150.0,450.0,10^3/uL,Normal
Platelets,250.58,150.0,450.0,10^3/uL,Normal
Platelets,282.34,150.0,450.0,10^3/uL,Normal
Platelets,373.95,150.0,450.0,10^3/uL,Normal
Platelets,327.52,150.0,450.0,10^3/uL,Normal
Platelets,405.98,150.0,450.0,10^3/uL,Normal
Platelets,284.71,150.0,450.0,10^3/uL,Normal
Platelets,328.91,150.0,450.0,10^3/uL,Normal
Platelets,335.45,150.0,450.0,10^3/uL,Normal
Platelets,324.76,150.0,450.0,10^3/uL,Normal
Platelets,354.71,150.0,450.0,10^3/uL,Normal
Platelets,229.11,150.0,450.0,10^3/uL,Normal
Platelets,303.34,150.0,450.0,10^3/uL,Normal
Platelets,193.14,150.0,450.0,10^3/uL,Normal
Platelets,268.82,150.0,450.0,10^3/uL,Normal
Platelets,296.67,150.0,450.0,10^3/uL,Normal
Platelets,341.1,150.0,450.0,10^3/uL,Normal
Platelets,421.64,150.0,450.0,10^3/uL,Normal
Platelets,327.18,150.0,450.0,10^3/uL,Normal
Platelets,365.77,150.0,450.0,10^3/uL,Normal
Platelets,301.69,150.0,450.0,10^3/uL,Normal
Platelets,336.21,150.0,450.0,10^3/uL,Normal
Platelets,184.15,150.0,450.0,10^3/uL,Normal
Platelets,233.69,150.0,450.0,10^3/uL,Normal
Platelets,262.7,150.0,450.0,10^3/uL,Normal
Platelets,292.57,150.0,450.0,10^3/uL,Normal
Platelets,177.33,150.0,450.0,10^3/uL,Normal
Platelets,202.81,150.0,450.0,10^3/uL,Normal
Platelets,239.74,150.0,450.0,10^3/uL,Normal
Platelets,427.31,150.0,450.0,10^3/uL,Normal
Platelets,254.46,150.0,450.0,10^3/uL,Normal
Platelets,295.15,150.0,450.0,10^3/uL,Normal
Platelets,217.95,150.0,450.0,10^3/uL,Normal
Platelets,329.91,150.0,450.0,10^3/uL,Normal
Platelets,240.78,150.0,450.0,10^3/uL,Normal
Platelets,220.89,150.0,450.0,10^3/uL,Normal
Platelets,304.47,150.0,450.0,10^3/uL,Normal
Platelets,166.49,150.0,450.0,10^3/uL,Normal
Platelets,167.07,150.0,450.0,10^3/uL,Normal
Platelets,224.15,150.0,450.0,10^3/uL,Normal
Platelets,174.91,150.0,450.0,10^3/uL,Normal
Platelets,194.17,150.0,450.0,10^3/uL,Normal
Platelets,256.49,150.0,450.0,10^3/uL,Normal
Platelets,381.7,150.0,450.0,10^3/uL,Normal
Platelets,319.45,150.0,450.0,10^3/uL,Normal
Platelets,303.42,150.0,450.0,10^3/uL,Normal
Platelets,244.24,150.0,450.0,10^3/uL,Normal
Platelets,416.57,150.0,450.0,10^3/uL,Normal
Platelets,272.19,150.0,450.0,10^3/uL,Normal
Platelets,188.52,150.0,450.0,10^3/uL,Normal
Platelets,331.61,150.0,450.0,10^3/uL,Normal
Platelets,195.74,150.0,450.0,10^3/uL,Normal
Platelets,258.21,150.0,450.0,10^3/uL,Normal
Platelets,302.0,150.0,450.0,10^3/uL,Normal
Platelets,401.04,150.0,450.0,10^3/uL,Normal
Platelets,298.26,150.0,450.0,10^3/uL,Normal
Platelets,354.61,150.0,450.0,10^3/uL,Normal
Platelets,433.06,150.0,450.0,10^3/uL,Normal
Platelets,200.5,150.0,450.0,10^3/uL,Normal
Platelets,239.18,150.0,450.0,10^3/uL,Normal
Platelets,271.54,150.0,450.0,10^3/uL,Normal
Platelets,278.89,150.0,450.0,10^3/uL,Normal
Platelets,275.98,150.0,450.0,10^3/uL,Normal
Platelets,410.05,150.0,450.0,10^3/uL,Normal
Platelets,357.79,150.0,450.0,10^3/uL,Normal
Platelets,329.13,150.0,450.0,10^3/uL,Normal
Platelets,248.53,150.0,450.0,10^3/uL,Normal
Platelets,387.42,150.0,450.0,10^3/uL,Normal
Platelets,422.87,150.0,450.0,10^3/uL,Normal
Platelets,386.72,150.0,450.0,10^3/uL,Normal
Platelets,165.42,150.0,450.0,10^3/uL,Normal
Platelets,336.83,150.0,450.0,10^3/uL,Normal
Platelets,178.81,150.0,450.0,10^3/uL,Normal
Platelets,234.55,150.0,450.0,10^3/uL,Normal
Platelets,181.07,150.0,450.0,10^3/uL,Normal
Platelets,328.02,150.0,450.0,10^3/uL,Normal
Platelets,350.38,150.0,450.0,10^3/uL,Normal
Platelets,195.91,150.0,450.0,10^3/uL,Normal
Platelets,268.64,150.0,450.0,10^3/uL,Normal
Platelets,288.18,150.0,450.0,10^3/uL,Normal
Platelets,264.64,150.0,450.0,10^3/uL,Normal
Platelets,197.68,150.0,450.0,10^3/uL,Normal
Platelets,278.12,150.0,450.0,10^3/uL,Normal
Platelets,367.82,150.0,450.0,10^3/uL,Normal
Platelets,184.17,150.0,450.0,10^3/uL,Normal
Platelets,186.65,150.0,450.0,10^3/uL,Normal
Platelets,260.79,150.0,450.0,10^3/uL,Normal
Platelets,419.27,150.0,450.0,10^3/uL,Normal
Platelets,345.51,150.0,450.0,10^3/uL,Normal
Platelets,348.24,150.0,450.0,10^3/uL,Normal
Platelets,262.72,150.0,450.0,10^3/uL,Normal
Platelets,325.29,150.0,450.0,10^3/uL,Normal
Platelets,167.74,150.0,450.0,10^3/uL,Normal
Platelets,336.75,150.0,450.0,10^3/uL,Normal
Platelets,411.59,150.0,450.0,10^3/uL,Normal
Platelets,330.39,150.0,450.0,10^3/uL,Normal
Platelets,400.9,150.0,450.0,10^3/uL,Normal
Platelets,360.47,150.0,450.0,10^3/uL,Normal
Platelets,197.55,150.0,450.0,10^3/uL,Normal
Platelets,408.66,150.0,450.0,10^3/uL,Normal
Platelets,182.94,150.0,450.0,10^3/uL,Normal
Platelets,309.17,150.0,450.0,10^3/uL,Normal
Platelets,203.38,150.0,450.0,10^3/uL,Normal
Platelets,115.32,150.0,450.0,10^3/uL,Borderline
Platelets,119.16,150.0,450.0,10^3/uL,Borderline
Platelets,452.62,150.0,450.0,10^3/uL,Borderline
Platelets,123.52,150.0,450.0,10^3/uL,Borderline
Platelets,133.75,150.0,450.0,10^3/uL,Borderline
Platelets,500.74,150.0,450.0,10^3/uL,Borderline
Platelets,475.8,150.0,450.0,10^3/uL,Borderline
Platelets,466.52,150.0,450.0,10^3/uL,Borderline
Platelets,137.34,150.0,450.0,10^3/uL,Borderline
Platelets,137.9,150.0,450.0,10^3/uL,Borderline
Platelets,501.45,150.0,450.0,10^3/uL,Borderline
Platelets,475.86,150.0,450.0,10^3/uL,Borderline
Platelets,124.93,150.0,450.0,10^3/uL,Borderline
Platelets,126.06,150.0,450.0,10^3/uL,Borderline
Platelets,491.3,150.0,450.0,10^3/uL,Borderline
Platelets,100.01,150.0,450.0,10^3/uL,Borderline
Platelets,98.56,150.0,450.0,10^3/uL,Borderline
Platelets,470.75,150.0,450.0,10^3/uL,Borderline
Platelets,91.53,150.0,450.0,10^3/uL,Borderline
Platelets,488.21,150.0,450.0,10^3/uL,Borderline
Platelets,94.3,150.0,450.0,10^3/uL,Borderline
Platelets,108.67,150.0,450.0,10^3/uL,Borderline
Platelets,486.35,150.0,450.0,10^3/uL,Borderline
Platelets,103.07,150.0,450.0,10^3/uL,Borderline
Platelets,477.24,150.0,450.0,10^3/uL,Borderline
Platelets,458.43,150.0,450.0,10^3/uL,Borderline
Platelets,91.65,150.0,450.0,10^3/uL,Borderline
Platelets,507.84,150.0,450.0,10^3/uL,Borderline
Platelets,92.34,150.0,450.0,10^3/uL,Borderline
Platelets,113.28,150.0,450.0,10^3/uL,Borderline
Platelets,91.4,150.0,450.0,10^3/uL,Borderline
Platelets,477.51,150.0,450.0,10^3/uL,Borderline
Platelets,144.0,150.0,450.0,10^3/uL,Borderline
Platelets,147.36,150.0,450.0,10^3/uL,Borderline
Platelets,143.3,150.0,450.0,10^3/uL,Borderline
Platelets,499.6,150.0,450.0,10^3/uL,Borderline
Platelets,467.3,150.0,450.0,10^3/uL,Borderline
Platelets,473.37,150.0,450.0,10^3/uL,Borderline
Platelets,110.42,150.0,450.0,10^3/uL,Borderline
Platelets,459.25,150.0,450.0,10^3/uL,Borderline
Platelets,482.5,150.0,450.0,10^3/uL,Borderline
Platelets,500.02,150.0,450.0,10^3/uL,Borderline
Platelets,108.14,150.0,450.0,10^3/uL,Borderline
Platelets,101.68,150.0,450.0,10^3/uL,Borderline
Platelets,110.55,150.0,450.0,10^3/uL,Borderline
Platelets,147.99,150.0,450.0,10^3/uL,Borderline
Platelets,470.84,150.0,450.0,10^3/uL,Borderline
Platelets,458.35,150.0,450.0,10^3/uL,Borderline
Platelets,127.57,150.0,450.0,10^3/uL,Borderline
Platelets,114.11,150.0,450.0,10^3/uL,Borderline
Platelets,668.82,150.0,450.0,10^3/uL,Critical
Platelets,613.78,150.0,450.0,10^3/uL,Critical
Platelets,548.63,150.0,450.0,10^3/uL,Critical
Platelets,3.43,150.0,450.0,10^3/uL,Critical
Platelets,47.24,150.0,450.0,10^3/uL,Critical
Platelets,83.87,150.0,450.0,10^3/uL,Critical
Platelets,640.82,150.0,450.0,10^3/uL,Critical
Platelets,666.98,150.0,450.0,10^3/uL,Critical
Platelets,68.77,150.0,450.0,10^3/uL,Critical
Platelets,69.1,150.0,450.0,10^3/uL,Critical
Platelets,76.31,150.0,450.0,10^3/uL,Critical
Platelets,539.34,150.0,450.0,10^3/uL,Critical
Platelets,85.35,150.0,450.0,10^3/uL,Critical
Platelets,75.13,150.0,450.0,10^3/uL,Critical
Platelets,579.43,150.0,450.0,10^3/uL,Critical
Platelets,17.68,150.0,450.0,10^3/uL,Critical
Platelets,581.42,150.0,450.0,10^3/uL,Critical
Platelets,600.14,150.0,450.0,10^3/uL,Critical
Platelets,666.21,150.0,450.0,10^3/uL,Critical
Platelets,585.14,150.0,450.0,10^3/uL,Critical
Platelets,648.32,150.0,450.0,10^3/uL,Critical
Platelets,682.22,150.0,450.0,10^3/uL,Critical
Platelets,9.51,150.0,450.0,10^3/uL,Critical
Platelets,590.73,150.0,450.0,10^3/uL,Critical
Platelets,671.08,150.0,450.0,10^3/uL,Critical
Platelets,76.86,150.0,450.0,10^3/uL,Critical
Platelets,44.41,150.0,450.0,10^3/uL,Critical
Platelets,676.97,150.0,450.0,10^3/uL,Critical
Platelets,41.49,150.0,450.0,10^3/uL,Critical
Platelets,640.92,150.0,450.0,10^3/uL,Critical
RBC Count,5.28,4.2,5.8,10^6/uL,Normal
RBC Count,4.47,4.2,5.8,10^6/uL,Normal
RBC Count,4.71,4.2,5.8,10^6/uL,Normal
RBC Count,4.8,4.2,5.8,10^6/uL,Normal
RBC Count,5.44,4.2,5.8,10^6/uL,Normal
RBC Count,4.68,4.2,5.8,10^6/uL,Normal
RBC Count,4.58,4.2,5.8,10^6/uL,Normal
RBC Count,5.66,4.2,5.8,10^6/uL,Normal
RBC Count,4.29,4.2,5.8,10^6/uL,Normal
RBC Count,5.72,4.2,5.8,10^6/uL,Normal
RBC Count,5.25,4.2,5.8,10^6/uL,Normal
RBC Count,5.47,4.2,5.8,10^6/uL,Normal
RBC Count,4.7,4.2,5.8,10^6/uL,Normal
RBC Count,4.3,4.2,5.8,10^6/uL,Normal
RBC Count,5.34,4.2,5.8,10^6/uL,Normal
RBC Count,5.48,4.2,5.8,10^6/uL,Normal
RBC Count,5.35,4.2,5.8,10^6/uL,Normal
RBC Count,4.49,4.2,5.8,10^6/uL,Normal
RBC Count,5.36,4.2,5.8,10^6/uL,Normal
RBC Count,5.39,4.2,5.8,10^6/uL,Normal
RBC Count,5.23,4.2,5.8,10^6/uL,Normal
RBC Count,5.38,4.2,5.8,10^6/uL,Normal
RBC Count,5.5,4.2,5.8,10^6/uL,Normal
RBC Count,5.16,4.2,5.8,10^6/uL,Normal
RBC Count,4.41,4.2,5.8,10^6/uL,Normal
RBC Count,4.98,4.2,5.8,10^6/uL,Normal
RBC Count,4.39,4.2,5.8,10^6/uL,Normal
RBC Count,4.87,4.2,5.8,10^6/uL,Normal
RBC Count,4.87,4.2,5.8,10^6/uL,Normal
RBC Count,4.38,4.2,5.8,10^6/uL,Normal
RBC Count,4.78,4.2,5.8,10^6/uL,Normal
RBC Count,4.44,4.2,5.8,10^6/uL,Normal
RBC Count,5.44,4.2,5.8,10^6/uL,Normal
RBC Count,5.64,4.2,5.8,10^6/uL,Normal
RBC Count,4.38,4.2,5.8,10^6/uL,Normal
RBC Count,5.66,4.2,5.8,10^6/uL,Normal
RBC Count,5.03,4.2,5.8,10^6/uL,Normal
RBC Count,4.71,4.2,5.8,10^6/uL,Normal
RBC Count,4.39,4.2,5.8,10^6/uL,Normal
RBC Count,5.0,4.2,5.8,10^6/uL,Normal
RBC Count,5.42,4.2,5.8,10^6/uL,Normal
RBC Count,5.3,4.2,5.8,10^6/uL,Normal
RBC Count,4.35,4.2,5.8,10^6/uL,Normal
RBC Count,4.38,4.2,5.8,10^6/uL,Normal
RBC Count,4.86,4.2,5.8,10^6/uL,Normal
RBC Count,4.71,4.2,5.8,10^6/uL,Normal
RBC Count,4.61,4.2,5.8,10^6/uL,Normal
RBC Count,4.68,4.2,5.8,10^6/uL,Normal
RBC Count,5.44,4.2,5.8,10^6/uL,Normal
RBC Count,5.62,4.2,5.8,10^6/uL,Normal
RBC Count,4.86,4.2,5.8,10^6/uL,Normal
RBC Count,5.58,4.2,5.8,10^6/uL,Normal
RBC Count,4.74,4.2,5.8,10^6/uL,Normal
RBC Count,4.97,4.2,5.8,10^6/uL,Normal
RBC Count,4.61,4.2,5.8,10^6/uL,Normal
RBC Count,5.2,4.2,5.8,10^6/uL,Normal
RBC Count,5.69,4.2,5.8,10^6/uL,Normal
RBC Count,5.15,4.2,5.8,10^6/uL,Normal
RBC Count,4.8,4.2,5.8,10^6/uL,Normal
RBC Count,5.21,4.2,5.8,10^6/uL,Normal
RBC Count,4.46,4.2,5.8,10^6/uL,Normal
RBC Count,5.56,4.2,5.8,10^6/uL,Normal
RBC Count,5.0,4.2,5.8,10^6/uL,Normal
RBC Count,4.93,4.2,5.8,10^6/uL,Normal
RBC Count,5.12,4.2,5.8,10^6/uL,Normal
RBC Count,5.18,4.2,5.8,10^6/uL,Normal
RBC Count,4.38,4.2,5.8,10^6/uL,Normal
RBC Count,5.26,4.2,5.8,10^6/uL,Normal
RBC Count,4.63,4.2,5.8,10^6/uL,Normal
RBC Count,5.31,4.2,5.8,10^6/uL,Normal
RBC Count,5.46,4.2,5.8,10^6/uL,Normal
RBC Count,5.44,4.2,5.8,10^6/uL,Normal
RBC Count,5.08,4.2,5.8,10^6/uL,Normal
RBC Count,5.03,4.2,5.8,10^6/uL,Normal
RBC Count,4.49,4.2,5.8,10^6/uL,Normal
RBC Count,5.4,4.2,5.8,10^6/uL,Normal
RBC Count,4.67,4.2,5.8,10^6/uL,Normal
RBC Count,5.0,4.2,5.8,10^6/uL,Normal
RBC Count,4.69,4.2,5.8,10^6/uL,Normal
RBC Count,4.47,4.2,5.8,10^6/uL,Normal
RBC Count,5.19,4.2,5.8,10^6/uL,Normal
RBC Count,4.36,4.2,5.8,10^6/uL,Normal
